LABPAKCO_01459	HKIDPCCJ_02013	48.6	601	271	7	1	567	1	597	1.51e-176	509
LABPAKCO_01459	HKIDPCCJ_00614	27.9	527	363	10	49	567	199	716	9.33e-47	171
LABPAKCO_01459	HKIDPCCJ_00622	36.8	234	145	3	335	567	91	322	2.72e-41	148
LABPAKCO_01459	HKIDPCCJ_02014	25.0	531	376	11	46	567	56	573	3.32e-35	135
LABPAKCO_01459	HKIDPCCJ_00029	33.2	205	134	3	335	539	328	529	6.71e-29	116
LABPAKCO_01459	HKIDPCCJ_00592	28.6	231	163	2	335	564	330	559	2.13e-24	103
LABPAKCO_01459	HKIDPCCJ_01943	26.5	257	178	6	260	516	252	497	3.66e-18	83.6
LABPAKCO_01459	HKIDPCCJ_00648	30.3	185	115	7	335	518	321	492	1.39e-16	78.6
LABPAKCO_01459	HKIDPCCJ_01027	31.1	180	117	4	325	504	308	480	1.26e-14	72.4
LABPAKCO_01459	HKIDPCCJ_00638	28.2	238	147	9	335	557	5	233	2.30e-13	66.2
LABPAKCO_01459	HKIDPCCJ_00637	25.3	229	164	4	335	557	21	248	5.04e-13	65.5
LABPAKCO_01459	HKIDPCCJ_01028	29.7	155	105	3	362	516	347	497	8.37e-13	66.6
LABPAKCO_01459	HKIDPCCJ_00038	28.8	163	82	3	368	516	359	501	1.04e-11	63.2
LABPAKCO_01460	HKIDPCCJ_02014	47.3	573	300	1	7	577	7	579	1.51e-191	546
LABPAKCO_01460	HKIDPCCJ_00622	32.5	335	205	10	252	577	3	325	2.89e-42	150
LABPAKCO_01460	HKIDPCCJ_00614	32.5	323	201	7	264	577	405	719	1.27e-39	150
LABPAKCO_01460	HKIDPCCJ_00593	23.9	545	377	11	50	572	54	582	2.96e-39	147
LABPAKCO_01460	HKIDPCCJ_01902	34.9	232	147	3	343	572	380	609	2.36e-38	145
LABPAKCO_01460	HKIDPCCJ_00592	29.0	269	187	2	314	578	301	569	2.56e-37	142
LABPAKCO_01460	HKIDPCCJ_02013	24.4	554	357	13	67	571	57	597	2.02e-36	139
LABPAKCO_01460	HKIDPCCJ_01903	32.6	236	155	3	339	571	331	565	4.80e-34	132
LABPAKCO_01460	HKIDPCCJ_01943	32.0	244	157	4	293	536	278	512	1.15e-29	119
LABPAKCO_01460	HKIDPCCJ_00427	30.0	247	160	4	338	576	342	583	2.24e-27	112
LABPAKCO_01460	HKIDPCCJ_00776	22.6	554	390	15	40	574	58	591	7.42e-27	110
LABPAKCO_01460	HKIDPCCJ_00029	24.3	445	329	7	98	539	86	525	3.12e-26	108
LABPAKCO_01460	HKIDPCCJ_00089	31.2	234	143	8	340	564	10	234	7.36e-24	97.1
LABPAKCO_01460	HKIDPCCJ_00648	27.5	335	208	12	215	535	190	503	1.69e-23	100
LABPAKCO_01460	HKIDPCCJ_00638	28.6	224	137	7	355	562	18	234	3.83e-22	92.0
LABPAKCO_01460	HKIDPCCJ_01028	24.2	434	285	12	118	533	101	508	1.26e-21	94.4
LABPAKCO_01460	HKIDPCCJ_01027	25.8	279	187	6	262	536	244	506	1.64e-20	90.9
LABPAKCO_01460	HKIDPCCJ_01858	30.0	227	137	9	338	550	3	221	2.41e-18	80.9
LABPAKCO_01460	HKIDPCCJ_00038	30.4	217	137	6	319	533	309	513	8.50e-18	82.4
LABPAKCO_01460	HKIDPCCJ_01998	25.7	237	164	7	315	549	294	520	1.09e-17	82.0
LABPAKCO_01460	HKIDPCCJ_01803	27.4	186	120	3	355	533	21	198	8.49e-15	72.0
LABPAKCO_01460	HKIDPCCJ_00637	26.1	238	160	4	351	577	31	263	1.92e-14	69.7
LABPAKCO_01460	HKIDPCCJ_01888	30.8	185	108	6	353	533	16	184	4.27e-14	67.8
LABPAKCO_01460	HKIDPCCJ_01639	23.5	247	142	8	346	565	12	238	5.18e-13	67.4
LABPAKCO_01460	HKIDPCCJ_00416	24.1	232	132	9	345	568	329	524	6.88e-12	63.9
LABPAKCO_01460	HKIDPCCJ_01874	28.0	182	100	7	353	508	15	191	6.13e-09	54.3
LABPAKCO_01460	HKIDPCCJ_01133	23.9	218	154	6	352	558	20	236	1.11e-07	49.3
LABPAKCO_01612	HKIDPCCJ_01943	31.3	428	278	9	101	515	101	525	1.81e-53	185
LABPAKCO_01612	HKIDPCCJ_01998	28.0	522	365	8	2	517	4	520	1.34e-50	177
LABPAKCO_01612	HKIDPCCJ_00038	22.5	373	262	7	106	460	110	473	2.97e-19	86.7
LABPAKCO_01612	HKIDPCCJ_00700	30.6	134	82	3	328	460	13	136	1.44e-09	55.1
LABPAKCO_01612	HKIDPCCJ_00144	27.5	160	93	4	320	459	11	167	7.31e-06	43.5
LABPAKCO_01699	HKIDPCCJ_01300	72.5	608	167	0	1	608	1	608	0.0	904
LABPAKCO_01699	HKIDPCCJ_00803	25.5	510	303	16	7	476	13	485	2.24e-39	149
LABPAKCO_01699	HKIDPCCJ_01536	33.3	180	108	3	2	172	3	179	2.62e-23	99.8
LABPAKCO_01699	HKIDPCCJ_00034	30.4	306	176	10	12	290	8	303	7.02e-23	99.0
LABPAKCO_01699	HKIDPCCJ_00793	38.1	139	68	2	10	147	387	508	8.29e-17	80.1
LABPAKCO_01957	HKIDPCCJ_01065	71.4	647	180	5	3	648	6	648	0.0	900
LABPAKCO_01957	HKIDPCCJ_00004	51.7	635	294	10	8	637	23	649	1.17e-209	598
LABPAKCO_01958	HKIDPCCJ_01064	59.8	805	319	2	5	805	6	809	0.0	948
LABPAKCO_01958	HKIDPCCJ_00005	40.0	817	460	7	6	809	11	810	4.45e-186	550
LABPAKCO_02342	HKIDPCCJ_00007	50.0	174	75	2	1	164	1	172	1.29e-49	154
LABPAKCO_02361	HKIDPCCJ_00047	27.1	336	239	4	1	333	4	336	8.98e-36	129
LABPAKCO_02399	HKIDPCCJ_01903	34.3	560	359	5	7	564	13	565	6.11e-100	311
LABPAKCO_02399	HKIDPCCJ_00592	33.5	559	367	4	14	571	15	569	2.14e-92	291
LABPAKCO_02399	HKIDPCCJ_00775	30.0	503	309	8	85	564	90	572	5.47e-57	197
LABPAKCO_02399	HKIDPCCJ_00593	25.5	546	396	6	30	569	46	586	1.09e-43	160
LABPAKCO_02399	HKIDPCCJ_00776	25.6	550	385	10	31	564	47	588	6.76e-42	155
LABPAKCO_02399	HKIDPCCJ_00622	29.6	331	213	7	244	565	4	323	3.37e-35	131
LABPAKCO_02399	HKIDPCCJ_00427	31.7	243	159	4	330	568	343	582	2.23e-27	112
LABPAKCO_02399	HKIDPCCJ_00029	36.6	153	95	2	351	502	347	498	3.05e-21	93.2
LABPAKCO_02399	HKIDPCCJ_01943	34.1	185	117	5	334	516	321	502	1.63e-19	87.8
LABPAKCO_02399	HKIDPCCJ_02014	27.4	263	184	5	305	564	315	573	1.01e-18	85.5
LABPAKCO_02399	HKIDPCCJ_00648	29.7	202	121	6	314	508	300	487	1.05e-16	79.0
LABPAKCO_02399	HKIDPCCJ_00038	28.1	185	125	2	331	513	325	503	1.07e-16	79.0
LABPAKCO_02399	HKIDPCCJ_01027	22.0	345	238	9	181	516	176	498	5.72e-16	76.6
LABPAKCO_02399	HKIDPCCJ_01028	26.3	354	211	14	182	516	181	503	2.56e-12	65.1
LABPAKCO_02399	HKIDPCCJ_00637	28.2	163	99	4	362	512	51	207	1.37e-10	58.2
LABPAKCO_02399	HKIDPCCJ_00638	31.6	152	84	6	362	499	34	179	3.83e-10	56.6
LABPAKCO_02399	HKIDPCCJ_01150	23.6	165	105	3	344	507	327	471	5.15e-04	38.5
LABPAKCO_02526	HKIDPCCJ_00637	64.8	247	86	1	27	272	20	266	3.17e-114	325
LABPAKCO_02526	HKIDPCCJ_00638	53.6	248	113	1	27	272	4	251	1.11e-96	280
LABPAKCO_02526	HKIDPCCJ_00671	33.3	237	147	6	37	270	11	239	1.72e-31	115
LABPAKCO_02526	HKIDPCCJ_00753	31.3	252	146	10	26	258	7	250	5.42e-23	92.4
LABPAKCO_02526	HKIDPCCJ_00234	31.5	235	141	6	32	258	5	227	1.05e-22	92.0
LABPAKCO_02526	HKIDPCCJ_00427	28.7	261	159	9	18	265	334	580	4.11e-21	88.6
LABPAKCO_02526	HKIDPCCJ_02014	27.3	231	151	4	21	245	335	554	3.08e-18	80.1
LABPAKCO_02526	HKIDPCCJ_01028	30.8	211	130	7	25	232	318	515	1.76e-17	77.8
LABPAKCO_02526	HKIDPCCJ_01027	31.4	204	118	7	28	226	318	504	2.84e-15	71.2
LABPAKCO_02526	HKIDPCCJ_01897	23.4	222	153	6	27	246	1	207	6.03e-15	69.3
LABPAKCO_02526	HKIDPCCJ_00029	29.8	208	124	6	28	227	328	521	9.41e-15	69.7
LABPAKCO_02526	HKIDPCCJ_00592	29.0	186	126	3	38	222	342	522	1.89e-13	65.9
LABPAKCO_02526	HKIDPCCJ_01943	32.3	201	111	7	47	242	341	521	1.08e-12	63.5
LABPAKCO_02526	HKIDPCCJ_00038	26.7	191	123	5	39	226	338	514	2.74e-11	59.3
LABPAKCO_02526	HKIDPCCJ_00648	27.4	201	127	5	28	227	321	503	5.09e-10	55.5
LABPAKCO_02752	HKIDPCCJ_00048	32.4	442	293	4	1	440	1	438	6.19e-73	232
LABPAKCO_02752	HKIDPCCJ_01715	26.9	454	296	12	1	437	1	435	5.17e-35	131
